section1,section2,section3,naming,wItem,base,wCount,countable,price,pricetype,chargingmax,resellingprice,level,exp,max_amplify,max_supremum,hp,hpboost,judgmentboost,expire,equip,alpha,release
4,2,0,粉色能量,10242,32768,1,0,2000,1,0,2000,99,16,0,0,0,0,0,30,11,255,1
4,2,0,玫瑰,10243,32768,1,0,2500,1,0,2500,5,20,0,0,30,0,0,30,10,255,1
4,2,0,甜蜜心型,10244,32768,1,0,3600,1,0,3600,99,5,0,0,0,0,0,0,1,255,1
4,2,0,粉色能量,10245,32768,1,0,6000,1,0,6000,99,8,0,0,0,0,0,0,11,255,1
4,2,0,玫瑰,10246,32768,1,0,7500,1,0,7500,5,10,0,0,15,0,0,0,10,255,1
4,2,0,水星_MK2,10247,32768,1,0,0,1,0,0,10,10,0,0,0,0,0,7,33,255,0
4,2,0,LPG_MK2,10248,32768,1,0,0,1,0,0,25,7,0,2,0,0,0,7,34,255,0
4,2,0,棒棒糖_MK2,10249,32768,1,0,0,1,0,0,40,50,0,20,0,0,0,7,35,255,0
4,2,0,小鸡,10250,32768,1,0,190,0,0,190,99,0,0,0,10,0,0,7,3,255,0
4,2,0,小鸡,10251,32768,1,0,380,0,0,380,99,0,0,0,10,0,0,30,3,255,0
4,2,0,小鸡,10252,32768,1,0,1140,0,0,1140,99,0,0,0,10,0,0,0,3,255,0
4,2,0,冬之星音符,10253,32768,1,0,190,0,0,190,99,0,0,5,0,0,0,7,6,255,0
4,2,0,冬之星音符,10254,32768,1,0,800,1,0,800,99,0,0,0,30,0,0,30,6,255,1
4,2,0,冬之星音符,10255,32768,1,0,1600,1,0,1600,99,0,0,0,15,0,0,0,6,255,1
4,2,0,红水晶,10256,32768,1,0,340,0,0,340,99,15,0,5,0,0,0,7,19,255,0
4,2,0,红水晶,10257,32768,1,0,680,0,0,680,99,15,0,5,0,0,0,30,19,255,0
4,2,0,红水晶,10258,32768,1,0,1740,0,0,1740,99,15,0,5,0,0,0,0,19,255,0
4,2,0,礼花球,10259,32768,1,0,300,0,0,300,99,0,0,0,30,0,0,7,21,255,0
4,2,0,礼花球,10260,32768,1,0,600,0,0,600,99,0,0,0,30,0,0,30,21,255,0
4,2,0,礼花球,10261,32768,1,0,1800,0,0,1800,99,0,0,0,30,0,0,0,21,255,0
4,2,0,水蓝球音符,10262,32768,1,0,0,2,0,0,99,0,0,0,0,0,0,0,4,255,0
4,2,0,呜咪音符,10263,32768,1,0,500,1,0,500,99,0,0,0,20,0,0,30,7,255,1
4,2,0,呜咪音符,10264,32768,1,0,1500,1,0,1500,99,0,0,0,10,0,0,0,7,255,1
4,2,0,飞机音符,10265,32768,1,0,1200,1,0,1200,99,10,0,0,0,0,0,30,5,255,1
4,2,0,飞机音符,10266,32768,1,0,3600,1,0,3600,99,5,0,0,0,0,0,0,5,255,1
4,2,0,水晶音符,10267,32768,1,0,4000,1,0,4000,6,24,0,0,30,0,0,30,8,255,1
4,2,0,水晶音符,10268,32768,1,0,12000,1,0,12000,6,12,0,0,15,0,0,0,8,255,1
4,2,0,黄金音符,10269,32768,1,0,6600,1,0,6600,10,0,0,20,40,0,0,30,2,255,1
4,2,0,黄金音符,10270,32768,1,0,19800,1,0,19800,10,0,0,10,20,0,0,0,2,255,1
4,2,0,烧饼音符,10271,32768,1,0,6000,1,0,6000,10,40,0,0,30,0,0,30,37,255,1
4,2,0,烧饼音符,10272,32768,1,0,18000,1,0,18000,10,20,0,0,15,0,0,0,37,255,1
4,2,0,蓝光音符,10273,32768,1,0,43000,1,0,43000,25,60,0,10,40,0,0,30,23,255,1
4,2,0,蓝光音符,10274,32768,1,0,129000,1,0,129000,25,30,0,15,20,0,0,0,23,255,1
4,2,0,橙光音符,10275,32768,1,0,30000,1,0,30000,15,50,0,30,50,0,0,30,22,255,1
4,2,0,橙光音符,10276,32768,1,0,150000,1,0,150000,15,40,0,20,40,0,0,0,22,255,1
5,1,0,HP提升LV1,1,62464,1,1,100,1,0,100,99,0,0,0,30,0,0,0,0,255,0
5,1,0,HP提升LV2,2,62464,1,1,1000,1,0,1000,99,0,0,0,100,0,0,0,0,255,0
5,1,0,HP提升LV3,3,62464,1,1,10000,1,0,10000,99,0,0,0,200,0,0,0,0,255,0
5,2,0,EXP提升LV1,129,62464,1,1,100,1,0,100,99,50,0,0,0,0,0,0,0,255,0
5,2,0,EXP提升LV2,130,62464,1,1,1000,1,0,1000,99,200,0,0,0,0,0,0,0,255,0
5,2,0,EXP提升LV3,131,62464,1,1,10000,1,0,10000,99,500,0,0,0,0,0,0,0,255,0
5,3,0,MAX提升LV1,257,62464,1,1,100,1,0,100,99,0,0,0,0,0,0,0,0,255,0
5,3,0,MAX提升LV2,258,62464,1,1,1000,1,0,1000,99,0,0,0,0,0,0,0,0,255,0
5,3,0,MAX提升LV3,259,62464,1,1,10000,1,0,10000,99,0,0,0,0,0,0,0,0,255,0
5,4,0,HP_RECOVERY_LV1,385,62464,1,1,100,1,0,100,99,0,0,0,0,0.1,0,0,0,255,0
5,4,0,HP_RECOVERY_LV2,386,62464,1,1,1000,1,0,1000,99,0,0,0,0,0.3,0,0,0,255,0
5,4,0,HP_RECOVERY_LV3,387,62464,1,1,10000,1,0,10000,99,0,0,0,0,0.5,0,0,0,255,0
5,5,0,SIGHT_LV1,513,62464,1,1,100,1,0,100,99,0,0,0,0,0,2,0,0,255,0
5,5,0,SIGHT_LV2,514,62464,1,1,1000,1,0,1000,99,0,0,0,0,0,4,0,0,255,0
5,5,0,SIGHT_LV3,515,62464,1,1,10000,1,0,10000,99,0,0,0,0,0,6,0,0,255,0
