ID_,Title,Subtitle,Version,Genre,Genre2,BPM,Composer,Writer,Arranger,Artist,Singer,PlayTime,Tag,VersionTag,OwnBG,MVFee,License,Status,Remark,DiscLevel_EZ_NM_HD_MX_SC,UserLevel_EZ_NM_HD_MX_SC,DiscLevel_EZ_NM_HD_MX_SC,UserLevel_EZ_NM_HD_MX_SC,PlayFeeSingle,PlayFeeMultiple,Premium,RefSpeed_5K,RefSpeed_7K
80,One_The_Love,_,Original,Beer_House,hd,125,xxdbxx,xxdbxx,xxdbxx,Eyehead,Miuki,133,onethelove,ORG,own,0,Pentavision,onair,_,1_4_6_10_99,1_4_1_10_99,4_5_10_10_99,1_5_10_10_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
81,Out_Law,_,Original,Nu_Skool,fj,126,Croove,JC,Croove,D,JC,121,OutLaw,ORG,own,0,Pentavision,onair,_,2_6_10_12_14,1_6_10_21_15,4_7_99_12_14,1_7_99_21_15,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
82,Para_Q,_,Original,Drum_n_Bass,te,160,Forte_Escape,none,Forte_Escape,ECO,none,96,ParaQ,ORG,own,0,Pentavision,onair,_,4_7_10_99_99,1_7_10_99_99,5_8_99_99_99,1_8_99_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
83,Phantom_Of_Sky,_,Original,Fantasy_Pop,pp,115,M2U,M2U,M2U,Choi,M2U,136,Pos,ORG,own,0,Pentavision,onair,_,3_6_11_13_99,1_6_11_13_99,3_7_13_15_99,1_7_13_16_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
84,Phoenix_Virus,_,Original,Trance,te,140,M2U,none,M2U,Kinys&ECO&Eter,none,133,Phoenix,ORG,own,0,Pentavision,onair,_,4_8_11_13_99,1_8_11_13_99,4_8_12_14_99,1_8_12_14_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
85,Ray_of_Illuminati,_,Original,Euro_Dance,hd,150,ESTi,none,ESTi,Tari_Eter_Eco,none,131,Rayof,ORG,own,0,Pentavision,onair,_,2_4_7_11_14,1_4_7_15_17,5_7_10_11_16,1_7_10_15_17,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
86,Real_Over_Drive,_,Original,Hardcore,rh,152,NieN,NieN,NieN,Zett,none,121,Realoverdrive,ORG,own,0,Pentavision,onair,_,3_7_11_99_99,1_7_11_99_99,3_7_11_99_99,1_7_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
87,Red,_,Original,RnB,hr,128,Croove,JC,Croove,Tari&Eter,So_Fly,126,Red,ORG,own,0,Pentavision,onair,_,3_6_8_12_99,1_6_8_20_99,4_7_10_12_99,1_7_10_20_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
88,Relation_Again(ESTi`s_Remix),_,Original,Bright_Fusion,fj,135,Tsukasa&ESTi,none,ESTi,Tari&Eter,none,136,RelationAgain,ORG,own,0,Pentavision,onair,_,1_5_9_99_99,1_5_9_99_99,1_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
89,Revenge,_,Original,Hard_core,rh,120,ND_Lee,ND_Lee,ND_Lee,none,ND_Lee,125,Revenge,ORG,own,0,Pentavision,onair,_,1_6_9_12_99,1_6_9_9_99,5_7_9_14_99,1_7_9_9_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
90,River_Flow,_,Original,Groovy_Pop,fj,175,Planetboom,Planetboom,Planetboom,Ayamy,Planetboom,131,Riverflow,ORG,own,0,Pentavision,onair,_,3_6_10_99_99,1_6_10_99_99,3_6_10_99_99,1_6_10_99_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
91,Road_of_Death,_,Original,Hardcore,rh,180,NieN,NieN,NieN&M2U(Aqua_Records),necobus,NieN,130,Roadofdeath,ORG,own,0,Pentavision,onair,_,3_8_13_99_99,1_3_3_99_99,4_9_13_99_99,1_3_3_99_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
92,Rock_or_Die,_,Original,Hard_Core,rh,106,NieN,NieN,NieN&M2U,BS,NieN,106,Rockordie,ORG,own,0,Pentavision,onair,_,4_7_10_10_99,1_7_10_3_99,4_7_10_12_99,1_7_10_3_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
93,Rocka-a-doodle-doo,_,Original,Funky_Breaks,fj,135,makou,none,makou,none,none,138,Rocka,ORG,none,0,Pentavision,onair,_,4_7_11_99_99,1_7_11_99_99,5_8_12_99_99,1_8_12_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
94,Rolling_on_the_duck,_,Original,Hardcore,rh,180,NieN,NieN,NieN,JAY,NieN,141,Rolling,ORG,own,0,Pentavision,onair,_,3_8_12_99_99,1_8_12_99_99,4_8_12_99_99,1_8_12_99_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
95,Russian_Dance,_,Original,Classic,cs,155,Tchaikovsky,none,WideMusic,none,none,98,Russiandnc,ORG,none,0,Pentavision,onair,_,2_7_11_99_99,1_7_11_99_99,3_8_11_99_99,1_8_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
96,Samba_Samba,_,Original,Samba,fj,170,Wasabi_iceCream,Wasabi_iceCream,Wasabi_iceCream,none,Wasabi_iceCream,112,Samba,ORG,none,0,Pentavision,onair,_,3_6_9_99_99,1_6_9_99_99,3_6_10_99_99,1_6_10_99_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
97,Save_My_Dream,_,Original,Acid_Dance,hd,125,Forte_Escape,JC,Forte_Escape,Napa,So_Fly,108,SaveMyDream,ORG,own,0,Pentavision,onair,_,1_4_5_8_99,1_4_5_8_99,1_4_7_8_99,1_1_1_8_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
98,School_Someday,_,Original,Fusion,fj,125,Electronic_Boutique,none,makou,Kaho,none,132,Schoolsomeday,ORG,own,0,Pentavision,onair,_,2_5_9_99_99,1_5_9_99_99,2_5_10_99_99,1_5_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
99,Seeker,_,Original,Trance,te,150,M2U,none,M2U,Ayamy,none,137,Seeker,ORG,own,0,Pentavision,onair,_,4_10_13_99_99,1_10_13_99_99,4_10_14_99_99,1_10_14_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
100,SIN,_,Original,Drum_n_Bass,te,190,ESTi,none,ESTi,RESS,none,119,SIN2,ORG,own,0,Pentavision,onair,_,3_8_11_12_11,1_8_11_21_20,3_8_11_12_12,1_8_11_21_20,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
101,Sneakers,_,Original,FUSION,fj,100,East_Wind,none,East_Wind,none,none,106,Sneakers,ORG,none,0,Pentavision,onair,_,2_5_8_99_99,1_5_8_99_99,2_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
102,Space_of_Soul,_,Original,Symphonic_House,hd,160,M2U,捞急老,M2U,none,Ring,137,SpaceofSoul,ORG,own,0,Pentavision,onair,_,4_9_12_13_99,1_9_12_8_99,4_9_12_16_99,1_9_12_8_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
103,Spy_Girl,_,Original,Fusion,fj,160,Wasabi_iceCream,Wasabi_iceCream,Wasabi_iceCream,none,Wasabi_iceCream,113,Spygirl,ORG,none,0,Pentavision,onair,_,3_5_10_99_99,1_6_10_99_99,4_6_11_99_99,1_6_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
104,Starfish,_,Original,Techno_Core,rh,150,Planetboom,Planetboom,Planetboom,Tari&Eter,Planetboom,131,Starfish,ORG,own,0,Pentavision,onair,_,3_7_10_99_99,1_7_10_99_99,2_7_10_99_99,1_7_10_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
105,Stars_in_your_eyes,_,Original,Astro_jazz,fj,100,bermei_inazawa,ryorca,bermei_inazawa,nineteen,bermei_inazawa&ryorca,149,Stars,ORG,own,0,Pentavision,onair,_,2_5_9_99_99,1_5_9_99_99,3_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
106,Sunny_side,_,Original,Bright_RnB,hr,112,Croove,JC,Croove,TIV,So_Fly,148,Sunnyside,ORG,own,0,Pentavision,onair,_,2_6_9_11_99,1_6_9_13_99,2_7_9_11_99,1_7_9_13_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
107,Super_Lovely,_,Original,Euro_Beat,te,170,EarBreaker,none,EarBreaker,Soryu,none,124,Superlovely,ORG,own,0,Pentavision,onair,_,4_9_12_13_99,1_9_12_20_99,5_9_12_14_99,1_9_12_20_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
108,Tammuz,_,Original,Trance,te,140,Forte_Escape,none,Forte_Escape,ECO,none,148,Tammuz,ORG,own,0,Pentavision,onair,_,2_7_9_99_99,1_7_9_99_99,3_8_9_99_99,1_8_9_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
109,Temptation,_,Original,2Step_Garage,hd,136,S-TRO,S-TRO,FE_&_Croove,Eyehead,Borami,133,temptation,ORG,own,0,Pentavision,onair,_,3_7_10_99_99,1_7_10_99_99,4_8_10_99_99,1_8_10_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
110,Too_Fast,_,Original,Dance_Hip,hr,107,Forte_Escape,Forte_Escape,Forte_Escape,onieye,Petite_HMJ,128,TooFast,ORG,own,0,Pentavision,onair,_,2_6_8_11_99,1_6_8_30_99,2_5_8_11_99,1_1_1_30_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
111,Triple_Zoe,_,Original,Progressive_Rock,rh,150,Forte_Escape,none,Forte_Escape,ECO,none,135,TRIPLE,ORG,own,0,Pentavision,onair,_,3_7_11_12_99,1_7_11_17_99,3_7_12_12_99,1_7_12_17_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
112,Urban_Night,_,Original,Urban_House,fj,124,Electronic_Boutique,none,Electronic_Boutique,Tina,none,128,Unight,ORG,own,0,Pentavision,onair,_,2_5_10_99_99,1_5_10_99_99,2_5_10_99_99,1_5_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
113,Vanish_Lady,_,Original,Electro_Funk,fj,145,Electronic_Boutique,none,Electronic_Boutique,none,none,138,Vlady,ORG,none,0,Pentavision,onair,_,4_8_11_99_99,1_8_11_99_99,4_8_11_99_99,1_8_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
114,V-BOB,_,Original,Big_Band,fj,150,Forte_Escape,none,Forte_Escape,Tari,none,110,VBOB,ORG,own,0,Pentavision,onair,_,3_7_9_99_99,1_7_9_99_99,2_7_9_99_99,1_7_9_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
115,Virgin,_,Original,Rock,rh,120,Ban_Claf,none,Ban_Claf,none,none,121,Virgin,ORG,none,0,Pentavision,onair,_,3_7_11_99_99,1_7_11_99_99,3_7_11_99_99,1_7_11_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
116,WeirdPistol,_,Original,Break_Beat,rh,122,Forte_Escape,none,Forte_Escape,none,none,117,WeirdPistol,ORG,own,0,Pentavision,onair,_,2_6_11_99_99,1_6_11_99_99,3_7_11_99_99,1_7_11_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
117,Ya!_Party!,_,Original,Candy_Pop,fj,194,Forte_Escape,none,Forte_Escape,Tari&Eter,none,101,YAPARTY,ORG,own,0,Pentavision,onair,_,2_5_11_12_99,1_5_11_20_99,2_6_11_12_99,1_6_11_20_99,0_0_0_50_50,0_0_0_50_50,0,2.5_2.5_2.5_2.5_2.5,3_3_3_3_3
118,Yellowberry,_,Original,Lounge_jazz,fj,161,Forte_Escape,Forte_Escape,Forte_Escape,Tari,Miya,107,Yellowberry,ORG,none,0,Pentavision,onair,_,2_5_10_99_99,1_5_10_99_99,3_7_10_99_99,1_7_10_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
119,Yo_Creo_Que_Si,_,Original,Calypso_house,fj,135,makou,none,makou,ECO,none,141,YoCreoQueSi,ORG,own,0,Pentavision,onair,_,4_7_12_99_99,1_7_12_99_99,3_7_12_99_99,1_7_12_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
120,Yomax,_,Original,HipHop,hr,72,ND_Lee,Bean,ND_Lee,Sonar,ND_Lee,105,Yomax,ORG,own,0,Pentavision,onair,_,3_5_8_99_99,1_5_8_99_99,1_6_9_99_99,1_6_9_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
121,钢琴协奏曲第1号,_,Original,Classic,cs,156,瞒捞内橇胶虐,none,WavFactory,none,none,122,Chai,ORG,own,0,Pentavision,onair,_,4_7_11_12_99,1_7_11_32_99,3_8_11_12_99,1_8_11_32_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
122,葛莫扎特40号交响曲第一章,_,Original,Classic,cs,135,葛楼福飘,none,辫芒绕,none,none,112,SYMPHONY40,ORG,none,0,Pentavision,onair,_,3_6_10_99_13,1_6_10_99_5,3_7_10_99_13,1_7_10_99_5,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
123,海顿小号协奏曲快板_3,_,Original,Classic,cs,150,窍捞电,none,WideMusic,none,none,112,Trumpet,ORG,none,0,Pentavision,onair,_,2_6_10_99_99,1_6_10_99_99,3_7_10_99_99,1_7_10_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
124,美丽晨光,_,Original,80s_8bit,hd,150,ND_Lee,pd_han,ND_Lee,D-myo,Miya,137,Morning,ORG,own,0,Pentavision,onair,_,2_5_7_11_99,1_5_1_3_99,2_6_9_12_99,1_6_9_3_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
125,四季-夏_第三乐章,_,Original,Classic,cs,150,厚惯叼,none,WavFactory,ECO,none,133,Summer3,ORG,own,0,Pentavision,onair,_,3_9_12_99_99,1_9_12_99_99,3_9_12_99_99,1_9_12_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
126,土耳其进行曲,_,Original,Classic,cs,140,葛楼福飘,none,Roy_Music,none,none,143,TURKEY,ORG,none,0,Pentavision,onair,_,3_7_11_99_14,1_7_11_99_20,3_7_11_99_15,1_7_11_99_20,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
127,微风祈愿,_,Original,R&B_Fantasy,hr,108,Forte_Escape,Forte_Escape,Forte_Escape,Tako_Ashin,Miya,108,Baram,ORG,own,0,Pentavision,onair,_,2_3_6_7_99,1_1_1_3_99,2_6_99_8_99,1_6_99_3_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
128,微风祈愿(Live_ver),_,Original,ROCK,rh,210,Forte_Escape,Forte_Escape,Forte_Escape,NG&BS,Miya,147,Baramlive,ORG,none,0,Pentavision,onair,_,3_7_9_12_14,1_7_9_20_20,4_8_11_16_11,4_8_11_20_20,0_0_0_50_50,0_0_0_50_50,0,2_2_2_2_2,2.5_2.5_2.5_2.5_2.5
129,仲夏夜之梦,_,Original,Classic,cs,126,膏胆胶粮,none,WideMusic,none,none,124,SummerDream,ORG,none,0,Pentavision,onair,_,4_8_11_99_99,1_8_11_99_99,5_9_11_99_99,1_9_11_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
130,WUHA,_,Original,C_Pop,pp,126,毕国勇,林夕,毕国勇,PAPA,潘玮柏,139,WUHA,ORG,none,0,SNDA,onair,_,3_5_10_99_99,1_5_10_99_99,4_6_11_99_99,1_5_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
131,太刺激_2007,_,Original,Humor,pp,124,司文,徐琦,司文,Name.RED,司文,160,TCJ,ORG,none,0,SNDA,onair,_,2_6_10_99_99,1_1_1_99_99,3_7_11_99_99,1_1_1_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
132,英仙座_Remix,_,Original,Trance,te,143,金镇,none,金镇,PAPA,none,153,Perseus,ORG,none,0,SNDA,onair,_,1_6_10_99_99,1_1_1_99_99,2_7_12_99_99,1_1_1_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
133,樱雪座,_,Original,Trance,te,155,金镇,none,金镇,PAPA,none,134,yxz,ORG,none,0,SNDA,onair,_,3_7_12_99_99,1_1_1_99_99,4_8_15_99_99,1_1_1_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
134,桜華月,_,Original,Trance,te,155,AKITO,none,AKITO,None,none,134,Sakura,ORG,own,0,SNDA,onair,_,3_7_12_99_99,1_1_1_99_99,4_8_15_99_99,1_1_1_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
135,终结孤单,_,Original,C_Pop,pp,200,阿信,阿信,阿信,PAPA,五月天,138,eol,ORG,none,0,SNDA,onair,_,4_7_11_99_99,1_7_11_99_99,3_7_13_99_99,1_7_12_99_99,0_0_0_50_50,0_0_0_50_50,0,2_2_2_2_2,2.5_2.5_2.5_2.5_2.5
136,1st,_,Original,Rock,pp,116,冠傣沥,捞犁版,冠傣沥,Eyehead,Buzz,130,1st,ORG,none,0,License,onair,_,1_5_8_99_99,1_5_8_99_99,2_7_10_99_99,1_7_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
137,ANGEL,_,Original,Funky_Pop,pp,124,Jeppet,Jeppet,Jeppet,Tari,ZU,122,Angel,ORG,own,0,License,onair,_,1_6_9_99_99,1_6_9_99_99,1_7_9_99_99,1_7_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
138,Angelic_Tears,_,Original,Trance,te,146,SHIKI,none,SHIKI,Kimys&ShininG&Eter,none,135,Angelictears,ORG,own,0,License,onair,_,3_6_12_99_99,1_6_12_99_99,4_7_13_99_99,1_7_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
139,Another_Love,_,Original,K_Pop,pp,127,捞沥绕,辫柳侩,none,NONE,Tei,123,Anotherlove,ORG,none,0,License,onair,_,2_5_10_99_99,1_5_10_99_99,2_6_10_99_99,1_6_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
140,Avemaria,_,Original,Classic,cs,158,Schubert,none,blueM,none,none,115,Avemaria,ORG,none,0,License,onair,_,2_7_9_99_99,1_7_9_99_99,2_7_9_99_99,1_7_9_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
141,Banana_shake,_,Original,K_Pop,pp,126,捞瘤赴,Hiroaki_samura,捞瘤赴,NONE,Humming_Urban_Stereo,128,Bananashake,ORG,none,0,License,onair,_,1_6_7_99_99,1_6_7_99_99,2_6_8_99_99,1_6_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
142,BINGO,_,Original,K_Dance,pp,150,冠己柳,沥柳荐,沥柳荐,none,KOYOTE,137,BINGO,ORG,none,0,License,onair,_,3_6_10_99_99,1_6_10_99_99,3_7_10_99_99,1_7_10_99_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
143,Bin-Go,_,Original,K_Pop,pp,120,倾犁酋,Typoon,倾犁酋&炼霖康,none,后,137,Binbingo,ORG,none,0,License,onair,_,3_6_10_99_99,1_6_10_99_99,3_7_10_99_99,1_7_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
144,BobJo,_,Original,K_Pop,pp,105,捞犁铰,捞犁铰,捞犁铰,NONE,Humming_Urban_Stereo,124,bobjo,ORG,none,0,License,onair,_,2_6_9_99_99,1_6_9_99_99,2_6_9_99_99,1_6_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
145,Brand_New,_,Original,K_Pop,pp,103,冠辟怕&炼康荐,救康刮,冠霖龋,none,脚拳,125,Brandnew,ORG,none,0,License,onair,_,2_5_8_99_99,1_5_8_99_99,2_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
146,Crazy,_,Original,R&B,pp,110,辫档泅&Perry,弥碍盔,辫档泅,none,seven,127,CRAZY,ORG,none,0,License,onair,_,2_5_8_99_99,1_5_8_99_99,2_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
147,Dance_Dance,_,Original,K_Pop,pp,102,1TYM_价归版,弥癌盔,1TYM_价归版,NONE,Gummy,136,Dancedance,ORG,none,0,License,onair,_,3_7_10_99_99,1_7_10_99_99,3_7_11_99_99,1_7_11_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
148,Delicious_humming,_,Original,K_Pop,pp,124,捞瘤赴,NONE,捞瘤赴,NONE,Humming_Urban_Stereo,119,Delicious,ORG,none,0,License,onair,_,2_6_10_99_99,1_6_10_99_99,2_6_10_99_99,2_6_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
149,Disco_King,_,Original,Disco,pp,125,高耀太,林康绕,林康绕,none,KOYOTE,137,DiscoKing,ORG,none,0,License,onair,_,2_6_8_99_99,1_6_8_99_99,3_6_9_99_99,1_6_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
150,Disco_Time,_,Original,Disco,hd,130,M2U,Pfull,M2U,Tari,Pfull,127,DiscoTime,ORG,none,0,License,onair,_,3_4_11_99_99,1_4_11_99_99,3_7_11_99_99,1_7_11_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
151,ela(bajo_de_la_luna),_,Original,K_Pop,pp,126,lee_juno&lee_jinwook,lee_juno,lee_juno,none,lee_yoongjin,136,bajo,ORG,none,0,License,onair,_,2_6_8_99_99,1_6_8_99_99,2_7_9_99_99,1_7_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
152,Eros,_,Original,K_Pop,pp,102,林康绕,林康绕,林康绕,none,决沥拳,128,Eros,ORG,none,0,License,onair,_,2_5_10_99_99,1_5_10_99_99,2_6_10_99_99,1_6_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
153,Eternity,_,Original,K_Pop,pp,120,沥犁屈,沥犁屈,沥犁屈,none,决沥拳,110,ETERNITY,ORG,none,0,License,onair,_,2_5_9_99_99,1_5_9_99_99,2_5_9_99_99,1_5_9_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
154,FarEast_GlassField,_,Original,Trance,te,145,I．B．I．S,none,I．B．I．S,none,none,139,Far,ORG,none,0,License,onair,_,3_7_12_99_99,1_7_12_99_99,4_7_12_99_99,1_7_12_99_99,0_0_0_50_50,0_0_0_50_50,0,3.5_3.5_3.5_3.5_3.5,4_4_4_4_4
155,From,_,Original,Modern_Rock,pp,80,剧康绕,结聪,PBs,none,PBs,127,From,ORG,none,0,License,offair,_,1_4_7_99_99,1_4_7_99_99,2_5_7_99_99,1_5_7_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
156,Girls,_,Original,K_Pop,pp,123,Perry,弥癌盔,Perry,none,Lexy,119,girls,ORG,none,0,License,offair,_,2_5_8_99_99,1_5_8_99_99,2_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,4_4_4_4_4,4.5_4.5_4.5_4.5_4.5
157,Happy_Face,_,Original,K_Pop,pp,98,S．Murayama,BADA,S．Murayama,NONE,BADA,135,HAPPYFACE,ORG,none,0,License,onair,_,1_5_8_99_99,1_5_8_99_99,1_5_8_99_99,1_5_8_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
158,IM,_,Original,Modern_Rock,pp,165,剧康绕,结聪,PBs,Ayamy,PBs,118,IM,ORG,own,0,License,onair,_,2_5_9_11_99,1_5_9_11_99,3_6_10_13_99,1_6_10_11_99,0_0_0_50_50,0_0_0_50_50,0,3_3_3_3_3,3.5_3.5_3.5_3.5_3.5
159,Let_Me_Dance,_,Original,K_Dance,pp,110,轿捞欺,冠版柳,D．O,none,Lexy,127,LETMEDANCE,ORG,none,0,License,offair,_,2_5_9_99_99,1_5_9_99_99,3_6_10_99_99,1_6_10_99_99,0_0_0_50_50,0_0_0_50_50,0,4.5_4.5_4.5_4.5_4.5,5_5_5_5_5
160,Maybe,_,Original,Rock_Ballad,pp,75,冠傣沥,捞犁版,冠傣沥,Tari,Buzz,116,Maybe,ORG,own,0,License,onair,_,2_4_6_99_99,1_4_6_99_99,2_5_7_99_99,1_5_7_99_99,0_0_0_50_50,0_0_0_50_50,0,5_5_5_5_5,5.5_5.5_5.5_5.5_5.5
